x,y,z,l,w,h,r
1.48,1.56,3.72,-4.68,1.81,20.69,-2.3
1.4,1.6,3.55,-3.9,1.69,29.92,-2.52
1.36,1.63,4.02,3.98,1.78,11.64,-1.56
1.66,1.72,4.41,4.17,1.83,18.95,-1.57
1.72,1.79,3.94,4.57,1.92,35.16,-1.57
1.52,1.67,3.61,0.68,1.77,34.16,-1.52
1.47,1.77,4.25,-14.28,1.48,21.97,1.59
1.52,1.5,3.51,-20.68,1.66,31.0,-1.56
1.47,1.82,3.03,-21.63,1.7,62.09,1.6
1.62,1.63,4.5,-0.69,1.68,32.16,-1.59
1.26,1.6,3.56,-2.05,1.82,73.25,-1.6
1.51,1.51,4.15,-8.0,1.91,29.73,1.6
1.49,1.71,3.94,-8.4,1.86,51.95,1.53
1.46,1.61,4.31,-6.48,1.62,10.38,-3.14
1.8,1.77,4.41,-5.96,1.64,15.42,3.03
1.47,1.56,3.55,2.95,1.72,21.35,1.54
1.58,1.54,3.3,-6.99,1.67,30.65,-3.12
1.68,1.71,4.07,-6.44,1.76,33.29,0.01
1.61,1.66,3.2,-0.76,1.73,25.07,-1.58
1.66,1.61,3.46,-7.02,2.22,70.21,1.58
1.36,1.5,4.21,18.38,1.14,49.31,-1.6
1.5,1.62,4.11,3.66,1.67,4.18,-1.54
1.58,1.68,3.76,-4.45,1.92,13.97,1.64
1.61,1.74,4.06,-4.26,1.96,19.2,1.57
1.77,1.77,5.1,5.1,1.92,32.94,-1.5
1.39,1.55,3.65,-4.0,2.01,24.04,1.64
1.46,1.63,3.92,-3.73,2.04,28.78,1.61
1.5,1.87,4.23,-15.11,2.12,18.7,-0.07
1.64,1.69,3.3,2.24,1.55,29.65,-1.64
1.61,1.66,3.2,0.51,1.67,19.58,-1.55
1.54,1.63,3.67,-0.48,1.75,29.94,-1.58
1.77,1.69,4.32,0.14,1.8,38.51,-1.57
1.54,1.55,3.51,3.01,1.63,2.41,-1.51
1.74,1.62,4.13,2.81,1.66,16.05,-1.57
1.51,1.65,3.94,-7.81,1.83,7.53,1.57
1.53,1.46,3.26,2.96,1.69,24.07,-1.59
1.6,1.56,3.45,2.93,1.75,40.79,-1.57
1.65,1.67,3.64,-0.63,1.63,47.09,-1.59
1.44,1.62,4.02,-9.08,1.95,25.59,1.54
1.68,1.67,3.87,-10.26,2.09,48.94,1.5
1.48,1.75,4.47,8.28,1.49,8.85,-0.01
1.46,1.5,3.88,-3.64,1.68,12.98,1.6
1.46,1.55,3.19,3.04,1.61,12.6,-1.58
1.44,1.69,4.45,2.96,1.58,17.47,-1.58
1.42,1.66,3.71,3.46,1.56,23.92,-1.41
1.47,1.58,3.55,3.07,1.7,2.59,-1.67
1.37,1.7,4.38,2.6,1.76,7.41,-1.69
1.4,1.56,3.91,1.99,1.81,11.97,-1.69
1.6,1.65,3.77,0.91,1.85,17.28,-1.72
1.86,1.63,4.2,-6.52,2.16,24.91,1.4
1.45,1.46,3.41,-5.16,2.06,13.48,1.44
1.46,1.55,4.21,-4.21,1.97,7.06,1.4
1.37,1.61,4.26,-0.94,2.07,29.71,-1.7
1.51,1.55,3.92,-9.44,2.42,46.43,1.37
1.47,1.6,4.41,1.05,1.51,16.58,-1.35
1.63,1.69,3.88,5.23,1.65,12.63,-1.34
1.46,1.68,4.1,2.25,1.58,21.38,-1.21
1.49,1.64,4.17,10.78,1.79,33.08,-1.32
1.6,1.75,3.89,9.09,1.78,47.76,-1.33
1.65,1.67,3.64,-0.59,1.85,48.43,-1.59
1.67,1.72,4.02,-8.75,1.91,22.56,1.55
1.43,1.59,4.21,3.57,1.66,2.89,-1.56
1.41,1.59,4.01,-8.99,1.7,13.16,1.67
1.59,1.64,4.08,-1.63,1.54,29.93,2.4
1.46,1.64,4.63,10.3,1.31,35.46,3.05
1.49,1.59,3.46,0.84,1.57,39.76,-0.85
1.5,1.62,3.67,-13.21,1.81,32.34,-0.06
1.45,1.3,4.04,-2.51,1.83,61.93,1.77
1.5,1.44,3.69,-6.03,1.86,62.2,1.82
1.53,1.59,3.64,2.64,1.81,10.07,-1.55
1.63,1.6,3.73,-1.84,1.81,24.22,1.64
1.45,1.5,3.26,2.94,1.84,16.04,-1.45
1.59,1.49,3.34,3.26,1.85,22.21,-1.57
1.54,1.6,3.52,3.13,1.87,27.58,-1.57
1.48,1.6,3.79,3.26,1.88,39.15,-1.57
1.91,1.66,4.22,-0.84,2.06,55.36,1.62
1.49,1.68,4.08,1.01,0.93,29.03,1.66
1.97,1.87,4.53,-3.48,2.28,19.82,1.56
1.7,1.53,3.82,-3.92,2.78,43.91,1.59
1.33,1.56,3.49,-5.28,1.75,10.78,1.52
1.31,1.6,4.09,-9.42,1.81,14.1,1.46
1.43,1.58,3.66,-10.17,1.93,21.04,1.77
1.37,1.56,3.54,3.35,1.57,38.02,-1.45
1.61,1.69,4.26,1.73,1.56,45.64,-1.42
1.53,1.63,4.5,5.24,1.54,48.41,-1.43
1.66,1.73,3.05,-0.7,1.84,57.25,-1.57
1.6,1.77,3.58,-14.29,2.2,24.92,1.59
1.52,1.76,3.66,-15.14,2.11,48.98,1.58
1.7,1.82,4.45,-3.84,1.81,7.56,1.57
1.57,1.56,2.62,3.5,1.17,33.4,-1.38
1.43,1.68,4.19,1.31,0.84,47.82,1.81
1.66,1.73,3.05,-1.21,1.74,58.75,-1.57
1.52,1.76,3.66,-14.76,2.08,19.55,1.56
1.55,1.63,3.32,-0.13,1.8,18.1,-1.57
1.4,1.75,4.75,-12.67,2.26,16.94,1.57
1.39,1.87,3.81,-15.58,2.65,26.71,1.61
1.62,1.85,3.57,-15.59,2.9,38.17,1.51
1.55,1.57,3.64,5.7,1.52,9.01,-1.49
1.56,1.65,3.69,6.84,1.6,31.09,-1.4
1.59,1.63,3.83,-4.03,1.74,12.66,1.6
1.62,1.7,3.29,3.53,1.58,39.43,-1.5
1.66,1.73,3.05,0.2,1.66,9.31,-1.57
1.47,1.72,4.39,-11.85,1.87,55.89,1.54
1.46,1.53,3.8,0.32,1.09,12.29,2.9
1.53,1.4,3.94,-4.24,1.02,11.45,2.92
1.48,1.55,3.29,-9.75,1.06,10.14,2.93
1.52,1.53,4.15,3.64,1.59,6.35,-1.54
1.8,1.74,4.96,4.26,1.55,12.01,-1.44
1.61,1.56,4.12,6.27,1.51,22.59,-1.31
1.57,1.56,2.62,2.57,1.66,10.95,-1.49
1.49,1.53,3.88,-2.75,1.78,10.67,1.69
1.5,1.7,3.77,2.82,1.81,54.91,1.82
1.45,1.71,3.93,3.33,1.6,8.83,-1.6
1.73,1.65,3.96,-3.54,1.82,9.11,1.57
1.78,1.89,4.37,3.07,1.62,14.91,-1.64
1.68,1.51,3.29,-3.59,1.85,13.87,1.52
1.39,1.66,4.04,-4.31,1.92,20.95,1.55
1.86,1.67,4.13,-5.58,2.23,41.21,1.56
1.66,1.73,3.05,0.01,1.77,23.62,-1.57
1.66,1.56,3.42,5.59,1.64,14.32,-1.25
1.45,1.64,4.21,5.95,1.62,34.67,1.88
1.45,1.67,4.43,11.46,1.65,50.39,1.92
1.66,1.56,3.42,7.56,1.6,16.07,-1.08
1.45,1.64,4.21,10.3,1.61,36.33,2.02
1.45,1.67,4.43,17.86,1.65,51.21,2.05
1.42,1.59,4.19,2.64,1.69,7.53,1.55
1.42,1.64,3.63,-3.41,1.74,8.25,1.55
1.38,1.58,3.66,2.54,1.66,13.61,-1.58
1.42,1.6,3.78,2.47,1.62,18.42,1.56
1.57,1.65,4.1,6.08,1.55,30.92,2.93
1.45,1.47,3.5,-4.56,1.57,5.72,1.62
1.44,1.58,3.35,-4.28,1.53,15.96,1.63
1.74,1.71,4.41,-4.27,1.51,20.5,1.56
1.41,1.72,4.41,-4.62,1.49,29.0,1.49
2.04,1.99,4.82,11.21,1.61,14.78,-1.52
1.48,1.56,4.12,-6.35,1.65,6.21,3.13
1.51,1.59,3.5,-6.63,1.63,8.95,3.11
1.74,1.75,4.57,-6.46,1.62,11.26,-3.14
1.72,1.68,4.02,-6.04,1.58,17.44,0.1
1.41,1.42,4.27,-6.06,1.57,19.53,3.12
1.5,1.65,4.14,-6.69,1.61,14.32,-3.14
1.38,1.66,4.38,-5.1,1.54,35.52,0.05
1.69,1.73,4.3,13.69,1.39,22.67,1.55
1.48,1.86,4.18,4.64,1.45,31.31,0.06
1.42,1.66,3.71,2.97,1.59,4.63,-1.43
1.75,1.84,4.43,4.57,1.48,10.34,-1.19
1.48,1.71,4.65,-7.96,1.73,29.16,-1.63
2.04,1.66,4.62,-11.17,1.76,29.18,-1.59
1.42,1.64,3.95,-4.89,1.29,35.87,-1.65
1.51,1.72,4.5,5.42,1.35,30.72,-1.66
1.64,1.73,4.43,7.69,1.43,31.36,-1.64
1.53,1.61,4.73,-16.72,1.91,29.15,-1.6
1.4,1.56,3.48,-21.31,2.17,29.04,-1.67
1.54,1.63,3.67,3.74,1.94,50.56,-1.48
1.88,1.57,3.71,3.82,1.79,14.58,-1.54
1.5,1.56,3.69,3.41,1.72,8.9,-1.43
1.7,1.62,3.76,4.4,1.85,24.35,-1.52
1.4,1.53,3.56,5.32,1.89,35.84,-1.48
1.95,1.64,4.57,-6.21,1.68,6.53,0.03
1.44,1.66,3.25,2.91,1.7,5.06,-1.59
1.87,1.61,3.53,-6.53,1.59,8.79,-3.14
1.59,1.56,3.5,-6.14,1.66,10.94,0.1
1.72,1.65,4.33,-6.58,1.65,13.56,-3.1
1.57,1.54,4.1,-6.5,1.61,21.21,0.07
1.89,1.59,3.87,-6.31,1.58,26.05,-3.13
1.45,1.59,3.59,2.81,1.61,22.7,-1.59
1.54,1.67,3.72,2.92,1.66,10.63,-1.57
1.66,1.74,3.65,2.76,1.59,33.5,-1.57
1.59,1.63,4.3,-6.34,1.54,33.77,3.11
1.36,1.69,3.38,-0.64,1.63,22.71,-1.61
1.25,1.74,3.66,-2.54,1.62,3.73,-1.58
1.46,1.59,3.65,-2.76,1.71,9.04,-1.62
1.4,1.6,3.35,-3.04,1.78,13.88,-1.57
1.37,1.52,3.3,-6.24,1.75,15.68,0.68
1.3,1.55,3.51,-3.44,1.66,36.8,-1.57
1.32,1.7,4.04,2.59,1.66,4.14,-1.56
1.56,1.48,3.36,2.62,1.65,10.16,-1.6
1.38,1.55,3.6,1.89,1.73,28.24,-1.63
1.35,1.66,4.09,-15.67,1.73,27.88,1.57
1.52,1.67,3.61,-0.96,1.72,34.91,-1.62
1.36,1.54,3.57,-15.41,1.8,18.08,1.55
1.36,1.68,4.49,-8.59,1.86,30.41,0.07
2.17,1.71,4.33,-9.02,2.01,11.45,1.59
1.73,1.6,4.11,-8.62,2.0,19.84,1.62
1.47,1.63,4.11,-8.14,1.93,29.19,1.63
1.8,1.61,3.83,-7.55,1.93,35.99,1.64
1.45,1.45,3.4,-7.1,1.99,41.01,1.64
1.75,1.71,4.31,-6.78,2.07,45.79,1.65
1.48,1.74,3.77,-9.03,1.75,11.89,2.75
1.55,1.54,3.06,-8.21,1.84,23.89,1.56
1.47,1.72,4.33,-8.55,1.71,28.78,1.5
1.31,1.6,4.09,-8.56,1.76,34.47,1.5
1.43,1.58,3.66,-9.03,1.7,41.39,1.81
1.37,1.56,3.54,3.98,1.5,51.6,-1.42
1.37,1.54,3.56,2.93,1.38,15.62,-1.59
1.57,1.61,3.42,-3.58,1.48,10.55,-1.55
1.46,1.66,4.04,2.68,1.01,37.99,-1.6
1.45,1.57,3.6,-7.85,1.46,11.26,-1.57
1.47,1.61,4.16,-3.8,1.36,18.34,-1.56
1.4,1.53,3.74,-8.17,1.4,21.43,-1.56
1.41,1.52,3.8,-8.51,1.37,30.38,-1.58
1.36,1.61,3.76,-4.54,1.08,42.11,-1.58
1.37,1.59,3.89,-4.67,0.88,51.8,-1.59
1.58,1.68,3.95,-0.45,1.03,47.62,-1.57
1.44,1.41,3.41,1.93,0.62,74.33,-1.56
1.55,1.68,4.42,-2.62,1.81,18.07,1.57
1.6,1.53,4.18,3.09,1.97,25.65,-1.6
1.72,1.63,3.54,-20.74,1.63,25.36,-1.58
1.52,1.5,3.51,-20.74,1.73,36.33,-1.56
1.47,1.82,3.03,-21.71,1.89,67.18,1.59
1.62,1.63,4.5,-0.73,1.78,32.69,-1.59
1.43,1.66,4.15,-1.25,0.87,45.6,-1.46
1.48,1.56,3.62,-5.43,1.25,26.45,-0.9
1.68,1.67,4.29,-12.65,1.06,38.43,1.73
1.54,1.63,3.67,0.32,1.92,52.24,-1.58
1.88,1.57,3.71,3.02,1.61,1.75,-1.61
1.7,1.62,3.76,2.84,1.7,11.58,-1.57
1.4,1.53,3.56,2.88,1.76,23.08,-1.56
1.49,1.6,3.81,3.11,1.74,28.2,-1.61
1.64,1.64,3.89,3.09,1.92,43.08,-1.59
1.54,1.63,3.67,1.04,1.89,50.75,-1.45
1.56,1.59,3.69,-6.88,2.14,37.71,1.74
1.93,1.59,4.01,-6.29,2.08,42.34,1.72
1.58,1.67,3.84,3.87,1.71,46.17,-1.51
1.39,1.51,3.49,19.06,0.95,36.4,-3.04
1.69,1.76,4.12,3.52,1.59,5.51,0.11
1.57,1.54,3.22,2.93,1.8,22.9,-1.6
1.74,1.6,3.86,2.7,1.79,27.9,-1.61
1.86,1.57,3.83,-4.43,1.84,65.18,1.57
1.47,1.82,3.03,-21.44,1.65,41.35,1.6
2.48,1.81,4.73,-29.13,1.35,74.17,-1.56
1.62,1.63,4.5,-0.68,1.57,29.89,-1.58
1.45,1.64,4.21,-2.73,1.6,20.34,1.58
1.62,1.58,3.89,3.87,1.78,30.6,1.59
1.45,1.67,4.43,-1.84,1.79,37.4,1.65
1.57,1.68,3.83,3.08,1.77,6.8,-1.58
1.52,1.5,3.85,-3.15,1.65,18.99,1.5
1.43,1.59,3.68,3.09,1.82,25.11,-1.57
1.29,1.59,4.12,-3.45,1.54,31.87,1.54
1.52,1.61,3.59,-3.17,1.65,39.77,1.53
1.51,1.65,4.28,3.05,1.84,40.64,1.56
1.5,1.71,4.44,5.21,1.32,7.11,1.61
1.54,1.63,3.59,-3.56,1.76,7.96,1.62
1.42,1.46,3.63,-3.13,1.75,14.23,1.62
1.43,1.66,4.19,-2.92,1.7,19.16,1.58
1.58,1.71,3.75,3.06,1.6,18.62,-1.38
1.49,1.57,4.26,6.71,1.32,11.26,0.06
1.7,1.5,3.34,-3.32,1.82,29.12,1.63
1.48,1.71,3.93,-3.57,1.64,34.14,1.18
1.6,1.75,4.63,-15.48,1.7,56.9,-0.34
1.51,1.58,3.31,4.41,1.6,23.02,-1.1
1.61,1.6,3.11,6.73,1.47,26.78,-0.82
1.43,1.7,3.95,18.38,0.81,40.6,2.78
1.53,1.58,3.53,2.88,1.52,1.86,-1.6
1.46,1.6,3.71,2.82,1.62,15.01,-1.55
1.58,1.65,3.91,-4.02,2.19,64.6,-1.55
1.78,1.67,3.85,-19.48,1.68,21.81,1.79
1.66,1.57,5.04,-16.83,1.61,37.57,2.51
1.49,1.46,3.84,8.91,1.31,43.21,3.08
2.21,1.76,4.11,15.94,1.2,56.24,1.53
1.75,1.57,4.07,18.47,1.08,57.23,-1.64
1.66,1.67,4.49,-3.96,2.03,43.65,1.56
1.56,1.72,3.09,-20.29,2.42,54.47,-1.57
1.46,1.59,4.12,-4.24,2.1,61.39,1.58
1.62,1.63,4.5,-0.33,1.89,34.16,-1.57
1.36,1.69,3.38,-0.05,1.5,23.85,-1.57
1.4,1.6,3.35,-2.69,1.62,3.41,-1.54
1.4,1.61,3.55,-6.26,1.71,8.62,0.72
1.4,1.52,3.76,-6.07,1.64,16.03,0.73
1.57,1.64,3.49,-5.98,1.67,18.98,0.63
1.38,1.55,3.89,-6.45,1.68,26.85,0.7
1.3,1.55,3.51,-2.37,1.62,26.25,-1.55
1.57,1.67,4.2,-6.2,1.66,37.07,0.62
1.38,1.55,3.6,2.72,1.57,17.5,-1.57
1.35,1.66,4.09,-14.89,1.71,17.8,1.59
1.52,1.67,3.61,0.0,1.56,35.98,-1.57
1.44,1.52,3.66,-14.81,1.66,32.23,1.6
1.39,1.52,3.56,-3.57,1.43,24.38,1.58
1.46,1.59,3.35,-3.49,1.71,4.88,1.55
1.53,1.54,4.35,-9.3,1.55,17.41,2.67
1.52,1.41,4.22,-8.09,1.24,47.16,2.73
1.42,1.45,3.2,3.21,1.65,30.4,-1.6
1.38,1.49,3.32,3.21,1.64,7.92,-1.61
1.43,1.48,3.25,7.3,1.63,28.03,-1.61
1.44,1.56,3.96,7.53,1.63,15.66,-1.67
1.65,1.67,3.64,10.45,1.87,19.68,-0.99
1.59,1.55,3.93,-4.65,1.63,10.02,2.12
1.47,1.57,4.24,1.91,1.79,20.68,2.13
1.4,1.68,4.45,8.8,1.9,31.34,2.14
1.45,1.62,3.77,13.6,2.04,38.28,2.1
1.53,1.46,4.18,17.62,2.16,45.26,2.13
1.59,1.57,3.39,21.66,2.24,51.69,2.12
1.5,1.61,4.07,22.16,2.28,37.49,-1.01
1.36,1.69,3.38,0.07,1.69,24.71,-1.57
1.4,1.57,3.83,-5.02,1.59,10.35,-2.36
1.42,1.61,4.03,-4.96,1.8,20.62,-2.55
1.8,1.63,3.79,-4.6,1.78,44.71,-2.43
1.52,1.67,3.61,-0.06,1.82,37.31,-1.55
1.45,1.64,4.44,-8.24,1.6,9.6,1.52
1.5,1.54,3.74,-8.62,1.59,15.72,1.55
1.5,1.55,4.21,-2.68,1.78,3.21,-1.61
1.82,1.65,3.67,2.39,1.68,3.1,-1.58
1.52,1.51,4.28,2.67,1.75,8.08,-1.58
1.42,1.57,4.1,-3.17,1.95,16.79,1.57
1.43,1.64,4.14,2.3,1.79,13.29,-1.63
1.38,1.53,3.58,-3.46,2.07,37.96,1.54
1.49,1.65,4.06,2.08,2.03,43.58,-1.58
1.65,1.67,3.64,-0.7,1.74,48.31,-1.59
1.77,1.69,3.82,5.77,1.58,6.12,-0.03
1.49,1.59,4.44,-7.03,1.73,13.7,3.12
1.48,1.63,4.1,-6.62,1.74,16.27,-3.13
1.52,1.48,3.23,-7.04,1.73,21.46,0.04
1.41,1.56,4.08,2.06,1.56,19.46,-1.62
1.52,1.64,3.65,-6.96,1.79,30.84,0.08
1.43,1.58,3.37,1.79,1.46,34.48,-1.58
1.55,1.51,3.75,-3.6,1.78,18.73,1.59
1.92,1.58,3.93,-20.69,2.03,37.75,1.58
1.62,1.63,4.5,-0.22,1.82,32.65,-1.55
2.11,2.04,4.62,-2.54,1.49,11.16,1.65
1.42,1.73,4.41,-4.02,1.8,12.31,1.66
1.51,1.84,4.1,3.96,1.52,14.09,-1.42
1.57,1.66,4.02,5.8,1.53,24.25,-1.38
1.76,1.77,4.41,4.76,1.33,52.57,1.94
1.48,1.65,4.4,7.63,1.23,60.21,1.91
1.26,1.6,3.56,-1.17,1.47,33.99,-1.6
1.37,1.63,3.57,-4.49,1.72,44.81,-1.62
1.91,1.65,4.4,3.55,0.86,40.01,-1.55
1.6,1.68,3.94,-3.03,1.89,7.01,1.58
1.42,1.66,4.11,-2.93,2.28,35.95,1.57
1.46,1.56,4.11,2.68,1.47,19.22,-1.58
1.45,1.49,3.79,2.94,1.46,24.93,-1.59
1.58,1.65,3.91,-2.87,1.57,37.98,-1.54
1.56,1.56,3.6,-2.33,1.83,2.49,1.7
1.7,1.43,3.2,-3.44,1.92,8.17,1.55
1.68,1.63,3.9,-6.91,2.36,54.32,1.39
1.54,1.63,3.67,1.78,1.65,51.46,-1.56
1.88,1.57,3.71,3.26,1.68,9.26,-1.58
1.5,1.56,3.69,3.09,1.65,3.57,-1.47
1.7,1.62,3.76,3.35,1.7,19.04,-1.55
1.4,1.53,3.56,3.89,1.7,30.59,-1.55
1.66,1.73,3.05,-0.04,1.69,38.56,-1.57
1.42,1.54,3.5,-6.22,2.21,24.47,1.56
1.51,1.75,3.78,2.87,1.72,28.09,-1.57
1.36,1.51,4.02,-6.14,2.21,29.78,1.58
1.74,1.65,4.11,-6.1,2.31,38.38,1.57
1.61,1.64,4.0,-6.28,2.28,45.04,1.58
1.43,1.8,3.96,-25.89,3.22,32.18,-1.57
1.4,1.6,3.97,-23.45,3.2,32.22,-1.57
1.49,1.7,4.51,-20.83,3.07,31.63,-1.56
1.49,1.56,4.34,2.79,1.47,1.13,-1.53
1.38,1.64,3.51,3.2,1.44,18.06,-1.53
1.46,1.41,3.63,3.18,1.48,6.13,-1.58
1.42,1.55,4.36,3.88,1.44,16.95,-1.56
1.33,1.71,4.09,-0.7,1.72,31.65,-1.5
1.42,1.53,4.12,0.17,1.73,40.79,-1.45
1.47,1.43,3.11,-5.48,2.28,62.77,1.55
1.68,1.39,4.26,22.67,2.91,43.04,3.09
1.62,1.63,4.5,-0.72,1.86,24.26,-1.58
1.46,1.31,4.15,-21.64,2.03,41.28,1.6
1.57,1.8,2.99,27.47,2.87,43.53,-0.07
1.44,1.62,3.91,-12.05,1.72,27.42,-3.0
1.39,1.44,3.08,2.61,1.66,3.85,-1.45
1.47,1.6,3.66,-1.81,1.58,11.36,-1.46
1.7,1.63,4.08,0.27,1.66,31.12,1.74
1.59,1.59,2.47,4.28,1.77,18.27,-1.43
1.37,1.59,3.22,5.07,1.74,22.99,-1.4
1.8,1.61,3.83,-8.95,1.91,13.45,1.56
1.45,1.45,3.4,-8.81,1.95,18.5,1.68
1.75,1.71,4.31,-8.71,1.96,23.26,1.59
1.53,1.66,4.01,-8.28,1.97,33.02,1.61
1.48,1.6,3.9,-7.94,1.97,38.2,1.62
1.33,1.71,4.09,-2.95,1.69,5.36,-1.61
1.49,1.56,4.34,2.35,1.77,19.39,-1.61
1.42,1.53,4.12,-3.23,1.8,14.27,-1.61
1.59,1.59,3.89,2.5,1.66,6.98,-1.59
1.38,1.64,3.51,1.86,1.92,36.28,-1.5
1.47,1.59,4.03,-1.38,0.53,49.48,-1.52
1.52,1.67,4.38,2.09,0.36,57.52,-1.51
1.47,1.82,3.03,-21.37,1.64,34.87,1.59
1.42,1.68,3.93,-22.93,1.24,66.45,-1.56
2.48,1.81,4.73,-28.9,1.12,67.56,-1.56
1.62,1.63,4.5,-0.67,1.54,29.14,-1.58
1.45,1.53,3.98,-3.4,1.86,21.05,1.59
1.61,1.66,3.2,0.44,1.68,21.86,-1.54
1.43,1.5,3.38,3.66,1.65,22.13,-1.56
1.41,1.69,4.1,19.58,1.12,30.25,-1.54
1.8,1.67,3.62,19.43,1.08,24.55,-1.54
1.57,1.6,3.99,-3.04,1.85,14.89,1.56
1.52,1.54,3.68,-3.0,1.95,23.61,1.56
1.45,1.5,3.7,-5.49,1.78,7.12,1.53
1.62,1.65,4.14,3.77,1.8,20.05,-0.01
1.55,1.66,4.47,3.98,1.9,26.0,0.0
1.69,1.76,4.12,3.15,1.89,33.84,0.07
1.63,1.65,3.91,-3.76,1.87,8.13,1.56
1.46,1.53,3.17,0.99,1.73,23.69,-1.58
1.26,1.6,3.56,-1.33,1.6,30.01,-1.61
1.37,1.63,3.57,-4.82,1.82,41.7,-1.59
1.38,1.35,3.3,12.55,2.08,21.41,2.92
1.59,1.73,4.02,19.12,2.33,23.51,2.75
1.66,1.73,3.05,0.2,1.66,9.29,-1.57
1.47,1.72,4.39,-12.02,1.78,60.84,1.54
1.26,1.6,3.56,-0.56,1.57,24.44,-1.6
1.37,1.63,3.57,-3.58,1.6,32.57,-1.52
1.64,1.93,3.52,-15.45,1.46,67.86,1.52
1.25,1.64,3.77,-12.62,1.64,32.87,1.49
1.56,1.57,3.98,2.7,1.69,3.38,-1.61
1.61,1.57,3.35,-8.39,1.75,25.71,-3.11
1.79,1.72,4.35,5.65,1.51,39.21,1.51
1.45,1.49,4.07,-2.03,1.72,40.47,1.53
1.6,1.66,3.55,-0.57,1.79,28.43,-1.57
1.43,1.73,3.87,-23.56,1.68,43.74,1.57
1.5,1.79,4.5,-24.38,1.84,57.4,1.5
1.5,1.62,4.05,-23.69,1.84,50.01,1.54
1.65,1.67,3.64,-0.84,1.83,47.85,-1.59
1.49,1.59,4.44,-6.88,1.79,11.87,3.13
1.48,1.63,4.1,-6.48,1.8,14.42,-3.12
1.52,1.48,3.23,-6.84,1.88,19.6,0.05
1.41,1.56,4.08,2.25,1.63,17.52,-1.61
1.52,1.64,3.65,-6.65,1.86,28.93,0.09
1.43,1.58,3.37,2.2,1.63,32.51,-1.57
1.39,1.48,3.76,-3.6,1.75,21.46,1.57
1.46,1.75,4.23,-3.15,1.55,45.5,1.55
1.48,1.71,4.65,0.75,1.85,14.46,-1.1
2.04,1.66,4.62,-2.05,1.95,16.15,-1.07
1.42,1.64,3.95,6.77,1.35,18.44,-1.13
1.53,1.61,4.73,-6.97,2.11,18.81,-1.09
1.4,1.56,3.48,-10.88,2.25,21.15,-1.13
1.42,1.68,3.38,-23.7,2.19,28.97,1.51
1.38,1.52,4.0,-24.02,2.22,34.08,1.56
1.57,1.47,3.35,-24.47,2.23,39.83,1.51
1.43,1.48,3.33,-24.79,2.27,44.65,1.49
1.48,1.35,3.93,-25.75,2.23,57.55,1.59
1.57,1.54,3.22,2.79,1.73,18.04,-1.6
1.74,1.6,3.86,2.51,1.72,23.15,-1.59
1.83,1.69,4.44,2.45,1.75,28.6,-1.57
1.86,1.57,3.83,-4.99,1.7,60.21,1.57
1.5,1.46,3.7,-5.4,1.81,37.6,1.57
1.54,1.54,3.72,-5.24,1.85,19.9,1.58
1.58,1.64,3.88,-19.73,2.05,28.5,1.56
1.43,1.81,4.16,-19.65,2.03,33.88,1.6
1.47,1.67,4.31,-19.61,2.12,41.4,1.59
1.48,1.44,3.59,-19.32,2.06,46.94,1.6
1.42,1.68,3.38,-19.15,2.17,52.23,1.62
1.57,1.47,3.35,-18.75,2.14,63.05,1.66
1.55,1.51,3.75,-3.59,1.65,2.51,1.59
1.92,1.58,3.93,-20.7,2.06,28.89,1.58
1.66,1.67,4.49,-3.99,2.14,67.83,1.56
1.56,1.72,3.09,-20.3,2.35,69.6,-1.57
1.62,1.63,4.5,-0.31,1.81,33.41,-1.57
1.54,1.63,3.67,6.3,1.93,46.91,-1.34
1.56,1.59,3.69,-6.83,1.78,7.21,1.69
1.93,1.59,4.01,-6.34,1.79,11.84,1.67
1.58,1.67,3.84,3.67,1.75,15.81,-1.55
1.53,1.67,3.78,1.65,1.81,41.69,1.8
2.05,1.5,3.83,4.17,1.79,20.55,-1.48
1.61,1.66,3.2,0.52,1.68,19.61,-1.55
1.46,1.53,3.5,8.48,1.39,12.28,-0.39
1.51,1.69,4.04,3.29,1.75,13.34,-1.14
1.46,1.58,3.93,1.37,1.76,17.4,-1.81
1.5,1.68,4.03,-7.34,1.81,18.85,1.38
1.6,1.7,3.56,-0.29,1.81,24.12,-1.8
1.52,1.73,3.89,-1.56,1.86,28.95,-1.85
1.37,1.51,3.49,-3.12,1.87,34.15,-1.83
1.47,1.62,3.79,-3.43,1.85,1.93,1.57
1.7,1.53,3.82,-3.36,1.92,17.73,1.59
1.5,1.53,3.38,-3.06,2.01,28.36,1.55
1.56,1.56,3.6,-2.25,1.93,43.19,1.85
1.44,1.52,3.5,-8.43,1.74,8.26,3.12
1.59,1.52,3.47,-8.61,1.87,13.68,3.13
1.58,1.55,3.59,-8.59,1.76,16.66,-3.13
1.46,1.63,3.85,-8.6,1.79,19.12,-0.0
1.71,1.69,4.06,-8.54,1.77,22.12,-3.1
1.51,1.61,3.65,-8.37,1.83,25.1,3.13
1.45,1.54,3.79,-9.06,1.8,29.51,-3.13
1.66,1.62,3.34,-9.06,2.02,32.36,3.07
1.41,1.59,3.94,-8.68,1.95,35.78,3.08
1.69,1.77,3.51,-8.52,1.74,38.03,-3.13
1.61,1.66,3.86,-8.21,1.85,40.87,3.12
1.59,1.71,3.9,-8.4,1.88,45.53,2.58
1.36,1.69,3.38,0.16,1.56,22.49,-1.57
